_id,name,organization,driver.name,endpoint
6632951003e7e088228e6e7e,Yemak,ООО «YEMAK»,generic,https://payments.yemak.uz/payme
663363772eb76ec81b6a166b,FAR INTER GARDEN,"ООО «""FAR INTER GARDEN"" MCHJ»",arca,https://api-qr.uzcard.uz
66347ace2eb76ec81b6a25fc,InterActive,"ООО «ООО ""INTERACTIVE-NUKUS""»",generic,https://bots.techwiz.uz/interactive-nukus-bot/Payme-bot/
66348a312eb76ec81b6a2814,EASTESSE GROUP,"ООО «""EASTESSE GROUP"" MCHJ»",generic,https://mialine.uz/api/payment-payme
6634d8322eb76ec81b6a33db,ECCO,"ООО «""EAST MARKET"" MCHJ»",generic,https://ecco.uz/module/paymepaycom/notification
6634d8cc2eb76ec81b6a33eb,GLOBEX,"ООО «""GLOBEX-MED-FARM"" MCHJ»",arca,https://api-qr.uzcard.uz
663869f92eb76ec81b6a5db4,ABC BAZAAR,"ООО «""TURKMALI BRAND"" MCHJ»",arca,https://api-qr.uzcard.uz
66386a392eb76ec81b6a5dbf,ABC BAZAAR,"ООО «""TURKMALI BRAND"" MCHJ»",arca,https://api-qr.uzcard.uz
66387f899eac5ca722b60403,La Crema - Optochka,"ООО «""LACREMA"" MCHJ»",generic,https://backend.optochka.com/payments/activate-payme
6638c0d12eb76ec81b6a6b04,Iramen Seoul Mun,ООО «Iramen Seoul Mun»,generic,https://payment.api.delever.uz/payme
6638d354d8b2a6cf1b683687,EVOS,ООО «MCHJ MAK FOOD SERVIS»,generic,https://payment.api.delever.uz/payme
6639bdd42eb76ec81b6a7bbd,GAMBI-RIM,"ООО «""GAMBI-RIM"" MCHJ»",arca,https://api-qr.uzcard.uz
6639c12d2eb76ec81b6a7c34,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=194
6639c2582eb76ec81b6a7c5d,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=193
6639c3ab2eb76ec81b6a7c92,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=192
6639c8e62eb76ec81b6a7d49,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=191
6639d9092eb76ec81b6a7f6a,TASHMEDIATRANS,"ООО «""TASHMEDIATRANS"" MCHJ»",generic,https://copudlooffil.beget.app/fleet/paycom/
6639eec32eb76ec81b6a81e8,MABRUK FINANCE MIKROMOLIYA TASHKILOTI,"ООО «""MABRUK FINANCE MIKROMOLIYA TASHKILOTI"" MCHJ»",generic,https://mfo90.flexpul.uz/public/payme/payments
663a01d32eb76ec81b6a84e4,ACTIVE WATER BOTTLES,"ООО «""ACTIVE WATER BOTTLES"" MCHJ»",generic,https://yashil-water.murodbaxshsuv.uz/api/transaction/payme
663a02fd2eb76ec81b6a851e,payme avia,"ООО «""ULYSSE AVIA"" MCHJ»",avia,http://172.17.9.239:7900
663cf61bcdfecd127ef1f623,Helloo,"ООО «""CHECKER"" MCHJ»",generic,https://api.helloo.uz/v1/transactions/payme
663dc8cbfe41a3907df92311,Open shop,ООО «Openshop»,generic,https://secure.openshop.uz/v1/pay/openshop/handle/payme
663e0cbffe41a3907df92efc,Plagiat.uz,"ООО «""INSOFTLAB"" MCHJ»",generic,https://plagiat.uz/callback/payme
6641e975fe41a3907df96b7a,GIPNOZE HOOKAH BAR,"ООО «""GIPNOZE FOOD"" MCHJ»",arca,https://api-qr.uzcard.uz
6641f15ffe41a3907df96c8a,PESTO-CAFE,"ООО «""PESTO-CAFE"" MCHJ»",generic,https://backend.optochka.com/payments/activate-payme
6641f21b936f229d7dea73c5,"""HUMOWELS"" MCHJ","ООО «""HUMOWELS"" MCHJ»",generic,https://app.magicdonate.uz/api/v1/handle/donate/payme
6641fe86fe41a3907df96e7a,Оплата услуги Мониторинг,АО 'PAYME',generic,http://172.17.9.120:56890
664202b9fe41a3907df96ef3,CHINOR FINANCE,"ООО «""CHINOR FINANCE"" MCHJ MMT»",generic,https://mfo110.flexpul.uz/public/payme/payments
66430b57fe41a3907df98214,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=198
66430fe8fe41a3907df9830f,INAF AGENCY,"НОУ «""INAF AGENCY"" NTM»",generic,https://app.webinar-payment.uz/payme/pay?id=2
66431984cdfecd127ef260f5,STARK-TV TELECOM,"ООО «""EAST STARK-TV"" MCHJ»",generic,https://bill.stark-tv.uz/paysys_check.cgi
66432882fe41a3907df987f8,NISHON MARK,"ООО «""NISHON-MARK"" MCHJ»",arca,https://api-qr.uzcard.uz
664356d5fe41a3907df99338,GREEN- ECO- MAX,"ООО «""GREEN- ECO- MAX"" MCHJ»",arca,https://api-qr.uzcard.uz
66436e77fe41a3907df9961e,STAR CRYSTAL ARKA,"ООО «""STAR CRYSTAL"" MCHJ»",arca,https://api-qr.uzcard.uz
66448b03936f229d7deaaf89,SHARIFA COM,"ООО «""SHARIFA COM"" MCHJ»",generic,https://3-d.uz/?wc-api=wc_payme
6644967ffe41a3907df9acbc,KAMI LOVE ,"ООО «""ORGANIC COSMETICS"" MCHJ»",generic,https://kamilove.magicstore.uz/handle/payme/3e9f86e5-a4a6-4d1f-8c24-49729fb55e3a
6644a63ffe41a3907df9af48, Apex Pizza Qoyliq,"ООО «""PIZZAQOYLIQ"" MCHJ»",generic,https://api.apexpizza.uz/api/payment/transactions/
6644ae4afe41a3907df9b04b, SERGOSHT 1,"ООО «""SERGOSHT 1"" MCHJ»",generic,https://payment.api.delever.uz/payme
6645b47bfe41a3907df9bf24,"""YUNUS RAJABIY NOMIDAGI O`ZBEK MILLIY MUSIQA SAN`ATI INSTITUTI"" DM","ГУП «""YUNUS RAJABIY NOMIDAGI O`ZBEK MILLIY MUSIQA SAN`ATI INSTITUTI"" DM»",generic,https://maqomfund.uz/?route=extension/payment/kit_payme&f=Callback
6645b678fe41a3907df9bf7b,SUNPOWER,"ООО «""SUNPOWER"" MCHJ»",generic,https://api.vayvo.uz/webhooks/payme
6645e420fe41a3907df9c538,OPTIMUS INVEST ACADEMY,"НОУ «""OPTIMUS INVEST ACADEMY"" NTM»",generic,https://api.optimusinvest.org/api/payment/payme/payme/endpoint/
664700d1f3e6aebd6e81c73c,STAR JOVISION,"СП «""STAR JOVISION"" OK»",arca,https://api-qr.uzcard.uz
66472cbef3e6aebd6e81cbe8,Spectre,"ООО «""SPECTRE-ENERGY"" MCHJ»",generic,https://api.spectre-energy.uz/api/public/payme_endpoint/
66473068f3e6aebd6e81cc74,PDP IT-ACADEMY,ООО «Inflex Inc»,generic,https://api.pdp.uz/api/finance/v1/payme
66473c8ff3e6aebd6e81ce1e,PDP School,"ООО «""PDP SCHOOL"" MCHJ»",generic,http://195.158.9.110:94/middlewarePDPSchoolPayme/hs/billingExchange/Payme
664ae20cc3cdc5f383f35c54,Gamma Doro,"ООО «""AROMA TREND"" MCHJ»",generic,https://gammadoro.shopbot.uz/paycom/check
664afd12f3e6aebd6e81ff3d,HUMO STOM DENTA,"ООО «""HUMO STOM DENTA"" MCHJ»",arca,https://api-qr.uzcard.uz
664b309bf3e6aebd6e8207f3,FAYZZ,"ООО «""FAYZZ"" MCHJ»",arca,https://api-qr.uzcard.uz
664b40e2f3e6aebd6e820b04,"""MK ORIGINAL""","ООО «""MK ORIGINAL"" MCHJ»",arca,https://api-qr.uzcard.uz
664b4661f3e6aebd6e820beb,MILLENNIUM HOME MAX,"ООО «""MILLENNIUM HOME MAX"" MCHJ»",generic,https://millennium.uz/?wc-api=wc_payme
664c12c0c3cdc5f383f377cb,EVOS,ООО «MCHJ MAK FOOD SERVIS»,generic,https://evsapi.ectn.uz/callback/payme
664c13023413a37f84033f7d,EVOS,ООО «MCHJ MAK FOOD SERVIS»,generic,https://payment.api.delever.uz/payme
664c2e9af3e6aebd6e821ba1,PANDORA,ООО «Region Proekt»,generic,https://app.ox-sys.com/payments/pandora/paycom
664c3052f3e6aebd6e821bd8,MAMBETOVA OFFICE TRADE,"ООО «""MAMBETOVA OFFICE TRADE"" MCHJ»",generic,https://globus-nukus.uz/payments/merchant/
664c72673413a37f84034cd0,EVOS,ООО «MCHJ MAK FOOD SERVIS»,generic,https://qrtest.rpos.uz/api/payme/callback
664cbb3b678d78006527c391,Holitech,ЧП «BOZOROV AMIRBEK»,generic,https://assos-backend-pay-production.up.railway.app/payme
664d9752863dfb8a65bdbd31,Mebelko,"ООО «""SELLTON"" MCHJ»",generic,https://mebelko.monstable.com/payme
664dca9970ee2ef365a8232c,MASTEROF TOOLS,"«""MASTEROF TOOLS"" MCHJ»",generic,https://epamarket-api-new.on-forge.com/api/v1/payments/payme
664f15dc47f9050c65c0fd8f,OSNOVA,"ООО «""OSNOVA"" MCHJ»",generic,https://amo.icorp.uz/private/alfa/payme_hook.php
664f2ef90d43eb1d7266c6b2,SARDOR SANTEX N1,"ООО «""SARDOR-SANTEX N1"" MCHJ»",arca,https://api-qr.uzcard.uz
664f42280d43eb1d7266c8ee,STAR CRYSTAL ARKA,"ООО «""STAR CRYSTAL"" MCHJ»",arca,https://api-qr.uzcard.uz
6650791e40bff418658b5bc2,Kimoshdi,"ООО «""KIMOSHDI AUCTIONS"" MCHJ»",generic,https://autopilot.uz/api/payme/merchant
665083910d43eb1d7266e022,MARK FORMELLE,"ООО «ООО ""MARK FORMELLE IT""»",arca,https://api-qr.uzcard.uz
665083a20d43eb1d7266e026,MARK FORMELLE,"ООО «ООО ""MARK FORMELLE IT""»",arca,https://api-qr.uzcard.uz
665083bb0d43eb1d7266e02a,MARK FORMELLE,"ООО «ООО ""MARK FORMELLE IT""»",arca,https://api-qr.uzcard.uz
665094de0d43eb1d7266e27e,Стекляшка Market,"ООО «""BIG TRIO MARKET"" MCHJ»",arca,https://api-qr.uzcard.uz
6654572e0d43eb1d7267118f,ASIA LUX IMPEX,"ООО «""ASIA LUX IMPEX"" MChJ»",arca,https://api-qr.uzcard.uz
66547dcd0d43eb1d72671757,MINI CAFE GROUP,"СП «""MINI CAFE GROUP"" OK»",generic,https://payment.api.delever.uz/payme
66559fda9f5e03e14b9df6c3,ROBBIT KIDS,"ООО «""ROBBIT KIDS"" MCHJ»",generic,https://integration-payment.robbit.uz/payme
6655aba9974483ed4b049912,Jiz Biz Yangiyol,ООО «RUN BUSINESS SECRETS MCHJ»,generic,https://payment.api.delever.uz/payme
6655ac27974483ed4b049924,Jiz Biz Farxod,"ООО «""OLIM  BIZNESMAN"" MCHJ»",generic,https://payment.api.delever.uz/payme
6655aca20769b4c84b1d6738,Jiz Biz Chilonzor,"ООО «""RUN BUSINESSES SOLVES"" MCHJ»",generic,https://payment.api.delever.uz/payme
6655cac7431772b04b79b3cd,BI GROUP ,"ООО «""AMIR ESTATES"" MCHJ XK»",bi-group-botanika,https://pay.bi-group.org/api/v1/jsonrpc/PayMeInstallment/PayMeInstallment
6656a1b7ef51e5d54b986aec,Dubdemy,ООО «Dubdemy»,generic,https://dubdemy.com/api/transactions/payme
665722a3dc744dbc4b224546,chatseen,ЧП «XUSANOV ELBEK»,generic,https://chatseen.uz/payme/index.php
66595927ef51e5d54b989cc4,BeBrand,ЧП «AXMADJONOVA LOBAR»,generic,https://bebrand.multibot.uz/paycom/check
665988a59ff29c3bb0099f89,NORBEKOV SOG`LOMLASHTIRISH VA MASLAHAT MARKAZI,"ООО «""NORBEKOV SOG`LOMLASHTIRISH VA MASLAHAT MARKAZI"" MCHJ»",generic,https://amo.icorp.uz/private/norbekov/payme_hook.php
6659aafcb014101c5b29bbaf,BELLISSIMO PIZZA,ООО «BELLISSIMO PIZZA INTERNATIONAL»,generic,https://pay.bpnet.uz/api/payment/payme
665d5afa9ff29c3bb009dd4a,Homiladorlik Maktabi,"ООО «""BAKUMOV IT SOLUTION"" MCHJ»",generic,https://api.homilador.uz/api/payme/checkout/v2
665d6282c9eaed482ffba3bf,RESPUBLIKA IXTISOSLASHTIRILGAN ONA VA BOLA SALOMATLIGI ILMIY-AMALIY TIBBIYOT MARKAZI,"ГУП «""RESPUBLIKA IXTISOSLASHTIRILGAN ONA VA BOLA SALOMATLIGI ILMIY-AMALIY TIBBIYOT MARKAZI"" DM»",generic,http://195.158.1.234:58699/api/payme/index.php
665d9645c9eaed482ffbad40,NAJOD SHIFO,"СП ООО «""NAJOD-SHIFO "" MCHJ QK»",arca,https://api-qr.uzcard.uz
665d978c9ff29c3bb009e93a,BIRZOOM,"ООО «""ZZUR FOOD CHAIN"" MCHJ»",generic,https://payment.api.delever.uz/payme
665da886c9eaed482ffbb313,DOSTON DAVRON PREMIUM SHOP,"ООО «""DOSTON DAVRON PREMIUM SHOP"" MCHJ»",arca,https://api-qr.uzcard.uz
665ea5f1506c1cb0b5220300,VOGZAL ,"ООО «""IMPORT TOBACCO"" MCHJ»",arca,https://api-qr.uzcard.uz
665eb484506c1cb0b5220520,TARONA MEDIA,"ООО «""TARONA MEDIA"" MCHJ»",generic,http://172.17.9.230:3448
665edd58506c1cb0b5220b34,FREE LINK,ООО «FLINK»,freelink,https://paysys.flink.uz/
665ee832506c1cb0b5220d0c,НА КРЫШЕ,"ООО «""MANIFEST CINEMA"" MCHJ»",generic,https://nakrishe.uz/payme.php
665f10a2506c1cb0b5221437,XOTAMBOY LUX,"ООО «""XOTAMBOY LUX"" XK»",arca,https://api-qr.uzcard.uz
665f1442506c1cb0b52214b8,"""MK ORIGINAL""","ООО «""MK ORIGINAL"" MCHJ»",arca,https://api-qr.uzcard.uz
666168819fe76014d8805c49,KINOKAM,"ООО «""KINOKAM"" MCHJ»",generic,https://banana-pay.techno-teach.uz/api/payme/checkout
66616a3a506c1cb0b52245d8,BABY PRO,"ООО «""BABY PRO"" MCHJ»",generic,https://botifi.me/i/payme/
66629d79506c1cb0b5225e59,XOLODILNIK,"ООО «""XOLODILNIK"" MCHJ»",generic,https://xolodilnik-erp.uicgroup.tech/payment/payme/
6662b3ec506c1cb0b52262b3,PREMIUM FEETIN MCHJ,"ООО «""PREMIUM FEETIN"" MCHJ»",arca,https://api-qr.uzcard.uz
6662de73e2d3a0b2322b7ea1,xdp.uz,ННО «ЦЕНТР.СОВЕТ НДПУ»,generic,https://api.xdp.uz/api/payment-callback
6662ec64d97287f99f2797f0,Safia,"ООО «""JUGER REGION"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=230
6662eea6d97287f99f27985b,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=202
6666a1fe37d1791960debbd7,BOQIY INFINITY,"ООО «""BOQIY INFINITY"" MCHJ»",generic,https://boqiy.uz/payme/callback
6666c787d13de2e3282ab541,GLOBERENT FINANCE,ООО «GLOBERENT FINANCE»,generic,http://vending.alg.yasam.top/api/v1/payment/paymeUz/
6667eef821401fb2df8157da,YANGIYO'L BAHOLASH KONSALTING,"ООО «""YANGIYO`L BAHOLASH KONSALTING"" MCHJ»",arca,https://api-qr.uzcard.uz
66682db27a8227b0aff5eb08,EDFIX,"ООО «""EDFIX"" MCHJ»",generic,https://payment.najottalim.uz/payme
666964a17f0501ea4ac78bdf,EVOS,ООО «MCHJ MAK FOOD SERVIS»,generic,https://payment.api.delever.uz/payme
66697d3920bcd0dfefa4a40d,ENJOY FLY,"ООО «""ENJOY FLY"" MCHJ»",generic,https://enjoyfly.uz/?wc-api=wc_payme
666adcd4b20e10153eaaf559,SHOX MED CENTER,ООО «SHOX MED CENTER»,generic,http://195.158.9.168:8111/api/payme/index.php
666be6cdb20e10153eab05bd,SMPro,ООО «Sales Doctor Solutions»,generic,https://billing.ibox.io/api/payment/payme
666c08ac781efeab4ee374ae,ADORA & EMA,"ИП ООО «ИП ООО ""LAURA PERI FASHION""»",generic,https://psapi.megagroup.ru/accounts/97561/notify
667196404e65d49ecbfb265b,KTV,"ООО «""WORLD FILMS"" MCHJ»",generic,https://payments.kinopro.tv/system/payme
6672708fe0a965836b233f35,MANDU MANTI,"ООО «""MANDU MANTI"" MCHJ»",generic,https://backend.optochka.com/payments/activate-payme
667290bce0a965836b234486,Tut.uz,"ООО «""U-WIN MARKET"" MCHJ»",generic,https://api.cody.mn/webhooks/pay_me/operate
6672b1f3e0a965836b234853,HOTY DOGY,"ООО «""HOTY DOGY"" MCHJ»",generic,https://hd.botagent.uz/payment/paycom
6673d0b03bf7348996c0b81b,BURSA FAMILY RESTORAN,"ООО «""BURSA FAMILY RESTORAN"" MCHJ»",generic,https://bursa.zoomda.uz:4001/payme
6673d7eb3bf7348996c0ba49,Sales Doctor,ООО «Sales Doctor Solutions»,generic,https://billing.ibox.io/api/payment/payme/subscription
667423733bf7348996c0c66e,ISSIQLIK MANBAI,"ГУП «""ISSIQLIK MANBAI"" DUK»",hiwater,https://api-hotwater.kommunal.uz/api/pay
66754a5125220e4c2319054b,BELLISSIMO SAMARKAND,ООО «BELLISSIMO SAMARKAND MCHJ»,generic,https://pay.bpnet.uz/api/payment/payme
66754d99f9ad7f6db82898ea,BELLISSIMO PIZZA,ООО «BELLISSIMO PIZZA INTERNATIONAL»,generic,https://pay.bpnet.uz/api/payment/payme
66767a15f7b6a90459fb2be0,BUNKER ACADEMY,"ООО «""BUNKER ACADEMY"" MCHJ»",generic,https://bunkerschool.uz/?wc-api=wc_payme
667915d72da784211fe4c2d7,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=208
6679215d2da784211fe4c44c,BEIJING DUCK,"ООО «""BEIJING DUCK"" MCHJ»",generic,https://payment.api.delever.uz/payme
667926c992c90451bb1a7f81,CHECKER,"ООО «""CHECKER"" MCHJ»",generic,https://admin.olimpiadalar.uz/payment/payme/
667950122da784211fe4cd1c,АТТО,ООО «AVTOMATLASHTIRILGAN TRANSPORT TO’LOV TIZIMI OPERATORI»,atto,https://payme.atto.uz/v1.0
667990aaf7b6a90459fb5aed,INSAYR,ООО «INSAYR»,generic,https://24aa-117-218-180-55.ngrok-free.app
667a71bfadb6d4d7265712bf,podushechnaya,"ООО «""BLOSSOM""»",generic,https://ilhomgroup.uz/api/payme/merchant
667a9e772da784211fe4e439,SAYFUDDINOVA SHAXNOZAXON BOTIR QIZI,ЧП «SAYFUDDINOVA SHAXNOZAXON»,generic,https://urganch.go2pay.uz/api/billing/payme
667aa909e8c1ff5cab282415,SAYFUDDINOVA MADINA ABDURAXIM QIZI,ЧП «SAYFUDDINOVA MADINA»,generic,https://xiva.go2pay.uz/api/billing/payme
667aba464b23928079050073,M AND S TRADING,"ООО «""M AND S TRADING"" MCHJ»",arca,https://api-qr.uzcard.uz
667ac3b14b2392807905018c,Sleep market,"СП ООО «""SLEEP MARKET"" MCHJ XK»",arca,https://api-qr.uzcard.uz
667ac3c44b2392807905018f,Sleep market,"СП ООО «""SLEEP MARKET"" MCHJ XK»",arca,https://api-qr.uzcard.uz
667ac3d14b23928079050191,Sleep market,"СП ООО «""SLEEP MARKET"" MCHJ XK»",arca,https://api-qr.uzcard.uz
667ac4505a7f90cb8d2a5cbc,Sleep market,"СП ООО «""SLEEP MARKET"" MCHJ XK»",arca,https://api-qr.uzcard.uz
667ac4675a7f90cb8d2a5cbe,Sleep market,"СП ООО «""SLEEP MARKET"" MCHJ XK»",arca,https://api-qr.uzcard.uz
667ac473a9220d164bf1ec23,Sleep market,"СП ООО «""SLEEP MARKET"" MCHJ XK»",arca,https://api-qr.uzcard.uz
667ac6d292c90451bb1aa445,JizBiz,"ООО «""MULTI FOOD TRUST"" MCHJ»",generic,https://payment.api.delever.uz/payme
667bb672d989c6397982d911,NOMDOR SOMSA,"ООО «""NOMDOR SOMSA"" MCHJ»",generic,https://nomdor.zoomda.uz:4001/payme/
667bce8c824908f15faca63e,BRONLA,"ООО «""BRONLA"" MCHJ»",generic,https://bronla.uz/payments/merchant/
667c16acd989c6397982e7c7,HALOL PRODUCT BEST,"ООО «""HALOL PRODUCT BEST"" MCHJ»",arca,https://api-qr.uzcard.uz
667d48e0d989c6397982fcc8,UPG,ООО «UPG HOME FOR GAMERS»,generic,https://app.ox-sys.com/payments/upgrade/paycom
667e52d7d989c63979830bc2,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=210
667e56a06b5a1dd4afe72caf,Max Way,"ООО «""MAXWAY FOOD"" MCHJ»",generic,https://payment.api.delever.uz/payme
667e8858d989c63979831286,Marvarid,ООО «PEARL HERITAGE»,generic,https://payment.api.delever.uz/payme
667ea07957ccf10061978018,Poytaxt Taxi,"ООО «""INTERNATIONAL SOFTWARE"" MCHJ»",generic,https://intercity.lidertaxi.uz/admin/pay-ment/payme-end-point
6682365a6db851cd35ba0a56,EVOS,ООО «MCHJ MAK FOOD SERVIS»,generic,https://evsapi.ectn.uz/callback/payme
66823f9bd989c63979834590,ENJOY FLY,"ООО «""ENJOY FLY"" MCHJ»",arca,https://api-qr.uzcard.uz
6683aacbd89bfe3733da9e4b,Гос.инспекция по карантину растений - Munis - 0218,Государственная инспекция по карантину растений при КМ РУз,munis-quarantine,http://merchant-proxy-munis-aloqa/munis-api/munisapi/payme
6684e328d1602a403ae303da,InOnTrips,"ООО «""INONTRIPS"" MCHJ»",generic,https://psapi.megagroup.ru/accounts/98143/notify
66851c83d1602a403ae30b59,NEW DAWN,"ООО «""NEW DAWN"" MCHJ»",arca,https://api-qr.uzcard.uz
66853bb2d1602a403ae31091,BAXT,"ООО «OOO  ""BAXT""»",arca,https://api-qr.uzcard.uz
66868842d1602a403ae328ef,SHASHLEEK,ООО «SHASHLEEK»,generic,https://backend.optochka.com/payments/activate-payme
66869134d1602a403ae32a61,Safia,"ООО «""MADINA-QANDOLAT"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=212
6686a7fab4b621770c7b5611,Startup Garage,"ООО «""HUMOWELS"" MCHJ»",generic,https://humo.magicbotdev.uz/handle/payme/25f5e2a3-0a7f-4e8a-a50a-18e60dfabcb3
6687cb74d1602a403ae33f03,MARIIYAM MANSUROVNA ACADEMY,"ООО «""MARIIYAM MANSUROVNA ACADEMY"" MCHJ»",generic,https://mariyam.uicgroup.tech/api/payment/callbacks/payme/
6687e206d1602a403ae34202, MAXSUS TAXI,"ООО «""MAXSUS TAXI"" MCHJ»",generic,https://manisafit.beget.app/fleet/paycom/
6687f136d1602a403ae34410,SATIS PHARM,"ООО «""SATIS PHARM"" MCHJ»",arca,https://api-qr.uzcard.uz
6687f41ad1602a403ae3446d,HAYAT KABEL,"ООО «""HAYAT KABEL"" MCHJ»",arca,https://api-qr.uzcard.uz
668b8cdcd1602a403ae373f7,WOK - СД Online,"ООО «""MEGACAPITAL"" MCHJ»",generic,https://street.botagent.uz/payment/paycom?id=10
668b8cffd1602a403ae373fe,Street 77 - СД Online,"ООО «""MEGACAPITAL"" MCHJ»",generic,https://wok.zoomda.uz:4001/payme/
668b9e48df40fe979e228dcb,DTD TECH,"ООО «""DTD TECH"" MCHJ»",generic,https://dtdtech.org/zycron/payments/payme/payme-hook.php
668bacfbdf40fe979e228fa3,Scienceproblems team,ООО «SCIENCEPROBLEMS TEAM»,generic,https://admin.bilimzone.uz/payme/get-me
668bb027315c14e87d85b1a2,HOSTIN.UZ,ООО «HASAN HUSEN BROTHERS»,generic,https://pay.hostin.uz/result/payme
668bbca4d1602a403ae37a47,YUSUPOVA FARIDA NURALIYEVNA,ЧП «YUSUPOVA FARIDA»,generic,https://loccitane.magicstore.uz/handle/payme/e896e163-398c-417e-8a6a-37417e225d7e
668bc1b3d1602a403ae37b0a,SAMTELECOM,"ООО «""SAMTELECOM""»",generic,https://194.213.16.250/paysys_check.cgi
668bc2ddd1602a403ae37b50,BEK OSIYO,"СП «""ULUG'BEK OSIYO SAVDO"" OK»",generic,https://payment.api.delever.uz/payme
668c140ad718688110dd1271,Tottiy,"ООО «""MOTHER AND CHILD"" MCHJ»",generic,https://tottiyshop.magicstore.uz/handle/payme/07f555aa-1ab1-40d7-8f86-a73e7a315410
668cdd46d1602a403ae38ef3,DUAS,"ООО «""INTERNATIONAL SWEETFOOD"" MCHJ»",generic,https://payment.api.delever.uz/payme
668ce945d1602a403ae390da,APEX PIZZA BUKHARA,"ООО «""APEX PIZZA BUKHARA"" MCHJ»",generic,https://api.apexpizza.uz/api/payment/transactions/
668d0f76d1602a403ae39611,BUKHUB COM,"ООО «""BUKHUB COM"" MCHJ»",generic,https://almuz.magicstore.uz/handle/payme/ef51a807-34d0-42cb-8918-c81d40c92492
668d164fb4b621770c7bbebd,OSNOVA,"ООО «""OSNOVA"" MCHJ»",generic,https://api.osnovaedu.uz/webhooks/payme
668d2ebdd1602a403ae39aec,Xizmat Xalq Xizmatida,"ООО «""PRAYM TAKSI"" MCHJ»",generic,https://lefubklotor.beget.app/fleet/paycom/
668d6914b4b621770c7bc835,DTD TECH,"ООО «""DTD TECH"" MCHJ»",generic,https://payments.isbcbot.ru/controllers/payments/payme/payme-hook.php
668e8c22df40fe979e22cd12,BELLISSIMO PIZZA Andijon 3,ООО «BELLISSIMO PIZZA INTERNATIONAL»,generic,https://pay.bpnet.uz/api/payment/payme
668f7a28d1602a403ae3c1d9,Yandex ,ЧП «ALISHEROV LUTFULLOH»,generic,https://miron.go2pay.uz/api/billing/payme
668fc513111200d2c295aacb,АДМИНИСТРАТИВНЫЕ ШТРАФЫ - Munis - 0210,"АО «""TBC BANK"" ATB»",munis-tbc-mvd-shtraf,http://10.100.115.73/api
668fc9d9111200d2c295ab70,Safia,"ООО «""JUGER REGION"" MCHJ»",generic,https://panel.safiabakery.uz/payment/paycom?id=231
668fd705111200d2c295ad21,1313shaharlararo,"ООО «""SARDOR COMFORT TAXI"" MCHJ»",generic,https://taxi1313.ru/api/v1/payme-base/payme-end-point
6690cb0a111200d2c295ba8d,Sarmoya Books,"ООО «""SARMOYA BOOKS"" MCHJ»",generic,https://sarmoya-books.uz/?wc-api=wc_payme
6690f0f8111200d2c295bf76,Agroplatforma,"ООО «""YAGONA INTEGRATOR-UZINFOCOM"" MCHJ»",generic,https://agroplatforma.uz/billing/pay-with-payme/
669111b0111200d2c295c50e,INFO BOZOR,"ООО «""INFO BOZOR"" XK»",generic,https://api.infobozor.uz/payme-merchant/payment
6691241765f6a3ef60841d8f,web-kassa,ННО «Ўзбекистон Экологик партияси Марказий Кенгаши»,generic,https://payment.ecouz.uz/merchant/payme/
6694cd61111200d2c295f243,ЎЗСТАНДАРТ - Munis - 0219,"АО «""TBC BANK"" ATB»",munis-tbc-uzstandart,http://10.100.115.73/api
6694d05e111200d2c295f291,Гос.инспекция по карантину растений - Munis - 0218,"АО «""TBC BANK"" ATB»",munis-tbc-quarantine,http://10.100.115.73/api
6694d1a0111200d2c295f2b4,ЗАГС - Munis - 0208,"АО «""TBC BANK"" ATB»",munis-tbc-zags,http://10.100.115.73/api
6694d2e7111200d2c295f2dc,Нотариус - Munis - 0208,"АО «""TBC BANK"" ATB»",munis-tbc-notarius,http://10.100.115.73/api
6694f9e230c39cf3ab665c92,Sleep market,"СП ООО «""SLEEP MARKET"" MCHJ XK»",generic,https://askona.uz/local/api/payme/notification.php
66951e5030c39cf3ab66612e,BÜBCHEN,ООО «BABY PRO INTERNATIONAL MCHJ»,generic,http://185.228.88.16:8081/api/payme
6695242d30c39cf3ab6661bd,FARSAVDOXIZMAT,ООО «FARSAVDOXIZMAT XF»,arca,https://api-qr.uzcard.uz
669539ad2192b82b02af1d8d,BCT,ООО «BAR CODE TECHNOLOGIES»,generic,https://api.fbox.uz/api/v1/payme/merchant/
